Text,emotion
"THINK BEING THE JURY, AND WHICHI WITH WEAR TO THIS ONE AND THIS",surprise
ONE.BECAUSE UNTIL THE DAY BEFORE I,neutral
"CAME OUT HERE, I DIDN'T THINK IHAD THE ABILITY TO WIN.",surprise
"AND IT IS LIKE, TO COME OUT HEREAND THEN TO PLAY A GAME THEN",neutral
AFTER TO PLAY CLEARLY ONE OF THESLOPPY GAME ACCORDING TO THE,anger
JURY MEMBERS WHICH IS FINE BUTTHEN TO STILL PULL IT OUT AND BE,anger
ABLE TO WIN T IS LIKE WHEN ITOLD YOU HOW I FEEL LIKE I'M,neutral
"DREESMING, IT FEELS LIKE I'MDREAMING RIGHT NOW.",surprise
Probst: I'M REALLY PROUDTHAT YOU WON.,happiness
YOU ARE A GREAT WINNER.I THINK YOU ARE GOING TO,happiness
"REPRESENT SURVIVOR WELL.YES, YOU ARE.",surprise
OH MY GOSH.Probst: I'M SO HAPPY THAT,happiness
YOU DID WHAT YOU DID TO GET OUT HERE.,anger
BECAUSE I KNOW IT TOOK A LOT FORUS TO GET HERE.,happiness
"I KNOW IT TOOK A LOT FOR YOU TOGET HERE AND YOUR FAMILY, YOUR",anger
"I HOPE YOU FEEL IT WAS WORTH IT.I LOVED WATCHING YOU PLAY, THIS",happiness
"WAS A GREAT SEASON OF SURVIVORAND TO THE PLAYERS, THE NONJURY",neutral
"WHO AREN'T HERE, WE ARE SORRYYOU AREN'T HERE.",sadness
WE WISH YOU COULD BE HERE AS WELL.,happiness
THIS HAS BEEN THE BEST TIME INTHE JUNGLES OF FIJI AND TO ALL,happiness
"OF YOU WITHOUT CONTINUE TO WATCHSURVIVOR, WE THANK YOU.",neutral
"IT'S NOT LIKE YOU ARE FANS, WEWHERE A TRIAD, SOME PEOPLE",anger
"PRODUCE, SOME PEOPLE PLAY, SOMEPEOPLE WATCH AND END UP PLAYING",happiness
AND COME BACK WATCHING.BUT IT IS ALL THIS BIG,neutral
FAMILIMENT AND WE'VE HAD A BLASTAND I LOOK FORWARD TO BRINGING,happiness
YOU SURVIVOR 43 NEXT.HERE'S YOUR FIRST LOOK.,surprise
IT WASN'T A MATTER OF IF IWAS GOING TO PLAY SURVIVOR.,surprise
IT WAS A MATTER OF WHEN.I WENT FROM BEING IN A GANG,anger
- TO BEING IN A Ph.- D PROGRAM AT DUKE.,surprise
I JUST WANT TO SHOW THAT YOU CANDO ANYTHING YOU WANT.,surprise
I AM SCARED TO DEATH.IT IS DEFINITELY GOING TO BE THE,fear
HARDEST CHALLENGE OF MY ENTIRE LIFE.,anger
DOES SURVIVOR MOVE FAST?WE WHERE ON A JET.,surprise
"IN THE OPERATING ROOM WHENTHINGS GET REALLY INTENSE,",fear
THAT'S WHEN I GET TO BE MY BEST.SURVIVOR IS THE ULTIMATE GAME,happiness
AND HUMAN TEST.THERE IS NOT ONE WAY TO WIN.,neutral
IF YOU HAD TO TAKE IN ALL OF THEDATA AND KNOW WHEN TO STRIKE.,neutral
"GROWING UP IN A TOUGHENVIRONMENT, THERE IS SOME CODES",anger
"TO GROW UP BY, I'M AN ETH KAL PERSON.",surprise
"THERE ARE THINGS I WOULDN'TCROSS THE LINE ON, LIKE I DON'T",anger
"THINK I WOULD-- YOU KNOW WHAT,NO, THERE IS REALLY NOTHING I",neutral
"WOULDN'T DO.I LIVE TO GET RADICAL, THAT",anger
"SAY MANTRA OF MINE, I HAVE ITTATTOOED ON MY BUTT CHEEK.",anger
ONE THING DO I AS APSYCHOLOGIST IS GET PEOPLE TO DO,neutral
THINGS THEY DON'T WANT TO DO.I'M HERE TO BE THE YOUNGEST,neutral
"EVER IN SURVIVOR HISTORY, WRITETHIS DOWN, AT ALL COSTS.",surprise
IN THE GAME OF SURVIVOR YOUWILL KNOW VICTORY.,surprise
YOU WILL KNOW PAIN.BRING IT ON.,anger
LET'S ALL VOM MORE CHAMPAGNE.WHO CAN I GIVE SOME TOO.,disgust
ALL RIGHT.LET'S DO IT.,neutral
WOW.,surprise
IF YOU WANT TO BID ON PROPSFROM THIS SEASON OF SURVIVOR GO,neutral
"TO SURVIVOR AUCTIONS.COM,PROCEEDS GO TO STAND UP TO",neutral
"CANCER.WHAT ARE YOU WAITING FOR, APPLY",anger
TO BE ON SURVIVOR.,surprise
Yeah.,neutral
See how long it lasts.,neutral
That was very hard.I don't want to do that again.,sadness
I feel really terribleabout Zach going.,sadness
"You know, it's just...",sadness
It was devastating voting Zach out.,sadness
We were,neutral
"hashtag, you know,the skinny guys.",disgust
But the good part about tonight's vote was,happiness
"we made Tori comfortable,",happiness
and that's wherewe need to keep her.,neutral
It'll be easier when it's time for her to go.,neutral
"Obviously, thank you all.",happiness
I told youyou didn't have anything,anger
- to worry about.- I know.,fear
"I have so much to celebrate,",happiness
yet there was part of methat was actually sad,sadness
"that it was Zachthat went home,",sadness
"which, like, that makes me want to cry.",sadness
'Cause that shows how hard this is that I would,sadness
"for a moment think, like,""Dang it.",anger
"""Why isn't that methat gets immediate comfort?",surprise
"""And, you know,I get to sleep on a real bed",happiness
"and have food.""",neutral
"And it's only three days in, so I am kind of scared",fear
"for what's to come but, but...",fear
I'm just really tryingto get myself back,neutral
to that mental spaceof realizing,surprise
"that I'm living my dream come true,",happiness
and I don't want to change it for anything.,happiness
It's only going to get worse.,fear
This is only day three.,neutral
I'll be asking you about stuff,neutral
"- in my teeth all the time,for sure.Yeah.",neutral
"But we haven't eaten anything,",neutral
- so there's nothing to check.- Yeah.,neutral
"There's got to be something.Breadfruit, mango, something.",surprise
"- Oh, look!- Yeah. Ooh, oh, my God.",surprise
- Is it a crab?- Can we eat those?,surprise
"Ah, he's so ugly!",disgust
way bigger than I've ever seen.,surprise
It startled me at first.,surprise
It looks like just a big bug.,disgust
"I didn't want to touch it, to be honest.",disgust
I'm a city girl.I'm still trying here.,neutral
"He's got his claws out.Oh, my gosh.",surprise
- Gonna chop my freaking hand.,anger
I don't love the wilderness.,disgust
I don't like the jungle.,disgust
I don't like spidersor mosquitoes.,disgust
"You thinkyou're going somewhere,",anger
"but you're not, Mr. Krabs.",anger
I thought that there would be someone,sadness
who could be a provider.,neutral
"And, uh, it looks likeI might have to be that person.",neutral
"That looks likea New Orleans boil, doesn't it?",surprise
Just need a little Old Bay.,neutral
"Old Bay, give me some butter.",neutral
"All right, guys,dinner is served.",happiness
Can I eat the claw? Okay.Yeah.,neutral
- Mm-hmm. Tell me what you think.- Not bad.,happiness
"Mmm.It tastes good. Wow.Yeah, they do.",happiness
"- It almost tasteslike it has butter on it.- It does, right?",neutral
Yes.,neutral
It's amazing what no eatingwill make you eat.,surprise
You got to do what you gotto do. I got to be honest.,neutral
"It's good. You're not gonnatry it, brother?",neutral
Really?- Y'all go for it.,surprise
Being a vegan,neutral
out here on the island...,neutral
is very tough.,sadness
So as my tribemates were enjoying the crab,happiness
"and having a good time, I was happy for them,",happiness
but I'm struggling because a part of me feels as though,sadness
I need to eat itto sustain myself,neutral
and not be seen as a liability.,neutral
"In about 24 days,",neutral
- I'm gonna be eating real food.- Mm.,happiness
"I'm eating burgers.Sorry. Sorry, Hai. Sorry.",neutral
"Being in the elements without food, starving--",sadness
"it's tough, and it all just came",sadness
on top of me like a ton of bricks at once.,fear
"It's a hard game, and I think",sadness
- everybody's gonna havetheir moments.,neutral
It's okay to have your moment.,neutral
- I would just like riceand coconut.- Mm-hmm.,neutral
"When Jeff said there would be no rice,",anger
I knew I would haveto make a conscious decision,neutral
whether or notI would eat any fish,neutral
or crab or sea lifethat we catch.,neutral
Get ready for an awkward hug.Are you ready?,disgust
- Yeah.- Okay. That's it.,neutral
"- Thank you, buddy.- Okay.",neutral
"- Oh! I love you, Hai. I came out here to discover more",happiness
about myself...beyond just winning the money.,neutral
"As someone who loves animals,",happiness
"I obviously want to stay true to myself out here, but",neutral
I'm not gonna be able to sustain myself on coconuts alone.,sadness
So any opportunitythat I have to strengthen myself,neutral
for the longevity of the game-- I need to take it.,anger
I think the universewill understand,surprise
"in this one nuanced instance, and eventually I'll be able",neutral
to forgive myselffor eating meat out here.,anger
There you go.,neutral
How is it? Good?,happiness
"This is pretty good, yeah.",happiness
- Yeah?- Mm-hmm.,neutral
Yeah!,happiness
How do you feel? Good?,happiness
You said you feel like crap?,sadness
"Just, like, overall.Just in general.",neutral
Yeah.,neutral
"I'd move, too, if I were you.",fear
You are swinging that thing,anger
- like you're on a scary movie.,fear
- Here's Maryanne!,surprise
Maryanne is,neutral
on a hundred all the time.,happiness
There's no downtimeuntil we're sleeping.,neutral
"Ready for this?Hi. I'm Maryanne from Survivor,",neutral
and you're watching CBS.,neutral
"♪ Doo-doo, doo-doo.",neutral
"- Oh, my God.",surprise
- Yeah.- The energy she has is unreal.,happiness
- I know.- I'm crashing so hard.,sadness
"And she's a really sweet girl, and I do enjoy her.",happiness
"She's just very young, and she'sexcited about lots of things.",happiness
Who wants it?,surprise
Ooh.,surprise
"But at the same time,that's exhausting after a while.",sadness
Not everyone can be,neutral
"that on the whole time,so I think that does",neutral
start to kind of rub people the wrong way.,anger
Do you guys have a second?I just want to share something,happiness
"- with everybody,like, I haven't yet.Yeah.",neutral
"Like, I am a Muslim.I-I don't want to make it",fear
"a big deal,but I just want everybody...",neutral
"to let everybody know,",neutral
"like, I'm gonna be doing prayer,um, every so often.",neutral
- I'm not lookingfor an immunity idol.,neutral
I'll be on the beach.,happiness
"Maybe at some point,I can weave a palm frond",neutral
"- to be, like, the mat.- You don't need... Oh.",neutral
"- Oh, yes, for the mat.- Or... For the mat.",neutral
"I can weave one for you, too.Don't worry.",happiness
"- Oh, yeah? That'd be awesome.- Yeah, I'll weave one for you.",happiness
"- Yeah, no problem.- Thank you.",happiness
"But I think, like,if you guys have any questions",neutral
"about, like, literally anything,I don't mind answering that.",neutral
"And, bro, if you ever have",neutral
any questionsabout Christianity...,neutral
"Yeah, I think that's awesome.- Yeah. Yeah.",happiness
I think that's awesome.,happiness
- I'm not really a great Jew.,sadness
So you guys,neutral
- probably know more than I do.You know?,surprise
"Since 2001,",neutral
"the world has changed a lot,and the perception of Muslims--",anger
we always have to worry,fear
about what other people think about us.,neutral
But I'm just a regular person,neutral
"who happens to have these beliefs,",neutral
and I wanted them to know about me because you need,neutral
"to be your most authentic, genuine self",happiness
in this game and in life.,neutral
Because if you don't understandwhere people come from,neutral
"and why they do things,",neutral
you can't become accepting,anger
of people outside of your inner circle.,neutral
I love it so much.,happiness
- No problem.- Thank you. This is beautiful.,happiness
"Being a Muslim, it's so important for me.",neutral
I've never taken a sip of alcohol.,neutral
"You know, I don't do drugs, I don't eat any pork,",neutral
and I don't have sex before marriage.,neutral
I am a 30-year-old virgin.,sadness
"I don't want to bea 40-year-old virgin,",sadness
but for me that is important.,neutral
And it's so nice to bearound people who are so strong,happiness
in their faith and are,neutral
so supportive of me in mine.,happiness
Face full of smokeright to the eye.,surprise
Get out of the smoke.You're right in the...,fear
"- I'm, like, loving it 'cause...- Oh.",surprise
...the flies are not on me.,neutral
"Last night at Tribal, when I got my extra vote, I was like...",surprise
♪ Ah!,surprise
Having the extra vote and the amulet,neutral
that I got on day one with Hai and Lindsay--,neutral
"it's freaking awesome, but",happiness
the game-playing never stops.,anger
"Sadly, if we do haveto go back,",sadness
- Tori's next.- Exactly.,neutral
"Right now, I have an alliance with Rocks and Romeo.",neutral
Ah!,surprise
But a potential girls alliance could,neutral
open my options more.,surprise
And I know my extra vote gives me leverage.,happiness
Straight up.,neutral
- We need to stay girls strong.- Yes.,neutral
- Okay.- That's a new thought for you?,surprise
"- No, it's not, but, like...- Okay.",neutral
-...we would have majority.- Yes.,neutral
"The only peoplewho had my back were you guys,",sadness
and I hope you can trust me.,neutral
And...,surprise
- Let's do this.- Okay.,neutral
"- Let's do this.- Okay, let's do this.- Yeah.",happiness
"I love this possibility of a girls alliance happening,",happiness
but here's the thing.,neutral
"Drea is really, really goodat pulling people in.",happiness
Yes.,neutral
She has so much sway and influence.,surprise
"And on top of that, she hasthe extra vote advantage.",surprise
"And to me, that's too much power in this game.",anger
"- Oh...- So, what's your opinion?",neutral
"Like, I will follow you.",happiness
"That's why I'm asking 'causeI don't want it to be, like,",neutral
"- because I'm talking...- No, yeah.",neutral
"Like, we're an allianceso I want your opinion.",neutral
I was maybe going to go home in the last Tribal Council.,surprise
"I had terror, I had doubt,I had paranoia.",fear
And now people want to go after Drea.,fear
"The game is shifting, and so,",surprise
"for me, it's just this huge sighof relief.",happiness
"I see the way forward now, and that's to get Drea out.",happiness
Look at all of that wood.,surprise
"Yup, we're getting there.",neutral
The game I'm playing right now work hard around camp,neutral
and lay low.,neutral
"But as I collect wood,as I collect coconuts,",neutral
"as I collect palms, my eyes are everywhere,",neutral
looking around for a hidden immunity idol.,surprise
"But I got to tell you, it's much harder than you see",sadness
sitting in your living room.,neutral
This is dense. It-It's really like looking for a needle,sadness
in a haystack.,surprise
It's incredible. I found the idol.,surprise
"Oh, my God, you know,it's a first.",surprise
I-I can't believe.One of my bucket list items.,surprise
"Something in me said, ""Don't leave it.""",surprise
"I came to this game saying,""Go big or go home.""",neutral
And I'm going big. How bad could it be?,surprise
"""There is such grace in the gameof soccer, it makes me cry.""",sadness
"I don't like soccer. Matter of fact,",disgust
"when I coach my football teams, I told my kids",neutral
it wasn't even a sport.,anger
But I will cry for soccerin this instance. Never again.,sadness
Oh!,surprise
"I found an idol, but I lose my vote, so",sadness
there's a blessingand there's a curse.,neutral
"But no matter what, I'm stuck with this,",sadness
so it's about adapting to the situation.,neutral
"Because of this, I need to focus more on relationships.",neutral
It's the only way I can survive without a vote.,fear
"If you... if you watch me do itthe first time,",neutral
- then maybe that'll help. I...- Sure.,neutral
"- Unless you wantto keep doing it.- No, no. It...",neutral
"Me and Omar-- man, we're so different",neutral
in almost every way.,neutral
But being different can help youin this game.,neutral
"- Thanks for that.- Hey, man,",neutral
- we got each other's back.- Yeah.,happiness
I love their bro time.,happiness
"I can look in Omar's eyes,and I see that he trusts me.",happiness
Ooh.,surprise
You like it?,surprise
Yeah.,neutral
"Jonathan is my meat shield,",neutral
"and I'm his brain shield, so,",neutral
"am I going to Jonathan andsaying ""We ride or die, baby""?",surprise
Yeah. It's The Odd Couple.,happiness
"never, um, peed standing upuntil I was, like, 22.",surprise
- What?,surprise
I got to digest this.,disgust
"He's way more funny than I am,",neutral
"and everything that he's good at,",neutral
I'm not as good at and vice versa.,neutral
"Together we make, like,the perfect human.",happiness
"- With you, I'm... I'm tight.- Yeah. Me, too.",happiness
"- With Lindsay, I'm tight.- Yeah.",happiness
I need to get closerto Maryanne and Marya.,neutral
We have me and Lindsay,neutral
who are very closeto how we think and,neutral
being super strong.,neutral
- Feel like a monkey.,neutral
Get the bug! Get the bug!,surprise
"Then, I love Maryanne and",happiness
how much spunk she's got.,surprise
The only one that I'm not connected with is Marya.,neutral
What's your storyof what you want,neutral
to get out of hereother than money?,fear
"Yeah, um, it's allwrapped around my brother.",neutral
"But when he passed, um...",surprise
Okay.,neutral
"I just-- I felt...He always used to tell me,",sadness
"""You need to, like, loosen up",anger
"and, like, just do stuff.Stop being...""",anger
Did you kind of feel likeyour brother's with you,neutral
- right now?- I do.,neutral
Yeah. Couldn't imagine.,surprise
"- How long ago did he go?- March, um, 2020,so COVID, yeah.",surprise
"Oh, wow.It was, like,",surprise
right in the beginning of COVID.,fear
"He was a nurse, right?Did you say he was a nurse?",surprise
"- Yeah, he was a nurse. Yeah.Mm.",neutral
James was the first,surprise
health care worker to dieof COVID in the United States.,sadness
"He was a nurse in New York doing what he wanted,",neutral
which was helping people.,neutral
But I have not processed his passing.,sadness
"Like, we haven't had closure.",sadness
"You know, I...So, I got this little necklace.",neutral
And I got his face etchedon this side.,sadness
"Oh, I didn't see the face side.",surprise
- And so my intent isto bury this here.Mm.,neutral
"- Oh, my gosh.- Mm-hmm.",surprise
That's so awesome.,happiness
I love that.- So I have my own little...,happiness
- farewell.Yeah.Yeah. That's sweet.,happiness
Losing him-- it's indescribable.,sadness
I've been holding my breathfor a year,sadness
"because my kids are home,you know,",neutral
and I'm tryingto be the-the strong mom,sadness
that keeps it all together.,neutral
So being here on Survivor is about closure.,neutral
"And for me, that would be worth more than a million dollars.",happiness
- Where was it?- It was on the sideof the road.,neutral
What did it look like?,surprise
It's exactly what the idollooks like you see on TV.,surprise
"Coming into this season, I swore to myself",neutral
that I would not tell anybody if I found an idol.,fear
But me not having a vote-- it changes everything.,sadness
So I decided to tell Jenny,neutral
because she's my strongest ally out here right now.,happiness
My number one.,happiness
"- I found it.- Holy ..., man.",surprise
But it's not an immunity idol.,surprise
"I also want to try and gain anally, somebody smart to help me,",neutral
and I think Daniel is a no-brainer.,neutral
Okay.,neutral
Okay.,neutral
"Hey, there was a ""Y""in the road.",surprise
"I said,""Let me check the 'Y' out.""",neutral
"I remember the ""Y.""",neutral
"When I found it, I buried it quick 'cause I didn't want",sadness
"to get caught, and now I can't find it.",sadness
"I can't lose an idol,and what do I do?",fear
"I mean, I got...I don't remember",neutral
even the phrase right now.,neutral
It can't get lost. No.,fear
Mike buried it where two trails intersect.,neutral
"And there's, like, 20 million trails here. I am",surprise
mortified at this gameplay.,sadness
- Uh-oh.- That's what I'm trying...,fear
Uh-oh.,fear
Mike has lost his vote.,sadness
"That's a pretty, pretty big deal, but",neutral
"I have the mind for the numbers,I think, between the two of us.",neutral
"And so, I'm basically going",neutral
to help himfigure out how to play this.,neutral
"- Yeah, great, but it's on me.- This was a... this was...",surprise
- Come on.- Jeff Probst had a good idea.Sorry. Okay.,neutral
"There's a lot of moving parts in this idol,",neutral
but I might be the true winner because,surprise
I have all the knowledge withoutany of the penalty right now.,surprise
Yes.,neutral
Daniel's got a great idea.,happiness
"At the next immunity challenge, I don't say the phrase,",fear
so nobody knows I have the idolexcept my alliance.,neutral
It's perfect.,happiness
"- Wow,- I think the two of us",surprise
together can figure outthe best way it helps us.,neutral
"- Yeah.- Maybe it'll help Mike, too.",neutral
"- Right.- But most importantly,",neutral
- help us.- Us. Yeah.,neutral
He has lost his voteuntil the merge.,sadness
Absolutely.,neutral
And there's only two waysof accomplishing that.,neutral
One is to vote Mike out.,anger
And the second is to convinceMike to never say anything.,anger
I love how aligned me and Daniel are.,happiness
"He's my number one in this game,",happiness
"and we both agreed, Mike's idol is a massive liability.",anger
And so the fact that he talksto Daniel is great.,happiness
We can use that against him ifwe have to go to Tribal Council.,anger
Come on in!,happiness
"Taku, Vati, getting yourfirst look at the new Ika tribe.",surprise
"Oh, my gosh.",surprise
Zach voted out.- What?- Oh.,surprise
"Maryanne, huge reaction.",surprise
"I told my tribe, and I guessI'll tell all of you.",neutral
Zack is like every type of whiteguy that I have a crush on.,surprise
"- So, there goes that.",neutral
- Really?- Yeah.,surprise
So a blossoming love affairis over?,sadness
"No, not on Survivor, though.",neutral
"If we met, like,on a tribe swap,",surprise
"connected after,and then after this is over...",neutral
"So I just wantto take this moment,",happiness
"Maryanne,to show how beautiful this is.",surprise
"In the midstof a very difficult game,",fear
you still had a little hopefor love.,sadness
"You know, um, I have",neutral
"an 100% rejection rate withall the guys I've liked, so...",sadness
"Aw.- I was, like, you know, I focus",neutral
"on the game now, buta little part of me was like...",fear
"Well, I will just say,as somebody who loves love,",happiness
keep hope alive.,happiness
"Just becauseyou've been rejected 100%,",sadness
it meansthey aren't the right people.,anger
That's all that means.,neutral
"All right, shall we getto today's immunity challenge?",surprise
"- All right, first things first.",neutral
Got to take back the idols.,anger
- Thank you.- Yes.,neutral
Thank you. Oh.,surprise
"- Oh, all right.",neutral
- Duly noted.,neutral
"Once again, immunity isback up for grabs.",surprise
"For today's challenge,",neutral
one person will be your caller.,neutral
The rest of the tribe will be blindfolded.,fear
the caller will instruct the blindfolded pairs,fear
to collect three bags of puzzle pieces.,neutral
"Once you have all the bags,",neutral
the caller will then instruct,neutral
a still blindfolded pair to solve the puzzle.,surprise
The first two tribes to finish,surprise
"win immunity,safe from the vote.",happiness
"In addition,playing for a reward.",surprise
- Thank God.- Want to knowwhat you're playing for?,surprise
Yes!,happiness
"- Please, Jeff.- First tribe to finish,",surprise
- a massive set of fishing gear.- Wow.,surprise
"Second tribe to finish,",surprise
a smaller but stillvery effective and useful,neutral
- set of fishing gear.- Nice.,happiness
"Last tribe to finish,Tribal Council,",fear
where somebody will be the thirdperson voted out of this game.,sadness
"And in addition,as a penalty for losing,",anger
you'll sacrifice your flint.,anger
"Ika, I still have yours.",neutral
You are playingto get yours back.,anger
"Vati, you have one extra person.You're gonna sit somebody out.",anger
"- Who's it gonna be?- Me, Jeff.",neutral
Daniel gonna sit this one out.,neutral
"Everybody else,give you a minute to strategize.",neutral
- We'll get started. Here we go.Yeah.,neutral
"All right, we have our callers.",neutral
"For Ika, Drea.",neutral
"Vati, Lydia.",neutral
"Taku, Jonathan.",neutral
"Here we go,for immunity and reward,",neutral
survivors ready.,surprise
- Go.Go straight. Tori.,surprise
"- Tori. Tori...Hey, Mike, Mike, Mike...",neutral
Caller is the tough job...,sadness
Straight. Straight.You're gonna hit a barrel.,fear
-...because they're responsiblefor directing everybody.,neutral
"Turn your body, Chanelle.",neutral
Which way?,surprise
- We got three callers...Stop.,surprise
- Stop where you are.-...trying to talkover each other.,anger
"Lydia, we cannot hear you.",anger
I'm talking.,neutral
"- The players are talking.- Right. Right, right, right...",neutral
Straight ahead. Keep going.,neutral
"- You're there. You're there.Yeah, go straight!Keep going, keep going!",surprise
That's your key!Don't go past that!,anger
"- Chanelle spinning for Vati.Stop, lean forward!",surprise
"Jenny, keep up, keep up.Keep up.",surprise
"Omar slowly being spunfor Taku.Romeo, stop!",fear
More left!,surprise
"Jonathan, trying to get aholdof his tribe",neutral
"- by yelling.- Hey, Lindsay!",anger
Lindsay and Maryanne stuck.,neutral
"- They don't knowwhere they're going.No, you're good!",surprise
You've got to get your puzzlepieces and you got to get back.,neutral
Yes! Go under! Go under!,happiness
Vati is in the sawdust now.,sadness
- Mike untying.,surprise
"- Is this blue?- Down, Tori!",surprise
Down. Pull it down.,anger
Ika's now through.,surprise
Now they've gotto find that post.,surprise
- I got it. Go.- Stop. Okay.,neutral
You're there! Dig the hole!,anger
Nothing is easywhen you're blindfolded.,sadness
"Swati, reach to your left!",surprise
Tori's got the post for Ika now.,neutral
"Forward, Romeo!Orange and blue,",neutral
holding handswith the wrong tribe member.,disgust
Not sure where they're going.,surprise
Chanelle and Jennytrying to find their way back.,neutral
"Both of y'all bitches,come here!",anger
Vati back with the first bag.,surprise
"And just like that,Vati back with the second bag.",surprise
Go straight.,neutral
Lydia doing a great jobfor Vati.,happiness
They are in the early lead.,happiness
Ika coming backwith their first bag.,surprise
It's Tori and Swati.,neutral
You're good.Drea with a nice job.,happiness
Right here!,surprise
- Can you hear me?!Yes.,surprise
Omar and Marya backwith the first bag for Taku.,neutral
Drop it there!,neutral
Rocksroy and Romeo,neutral
"- working together.Go, go, go.",neutral
Keep going around.Turn me around. Turn me around.,surprise
"Hey, Lindsay! Straight ahead!",surprise
"- Oh.- Okay, we're almost there.",neutral
"- Yeah, girl!Go.",happiness
Maryanne and Lindsay,neutral
untying the spool for Taku.,neutral
Turn me around. Turn me around.,anger
"Shimmy, shimmy, shimmy.",surprise
Shimmy. Stop!,anger
"Go forward, Tori!",happiness
Go to the other side!Chanelle and Jennynow are getting,surprise
all tangled in that rope.,fear
You got to bebehind the hitching post.,anger
And that's gonna bea problem now for Vati.,fear
They were doing a great job.,happiness
- Okay. Okay.- Pull.,surprise
It's now Tori and Swatinow on the spool.,surprise
- Omar's untying.Got it.,neutral
Rocksroy heading backwith a second bag.,surprise
"Boys, stop on that.Put it down. Stay there.",anger
- Grab this.- Now it's Lindsay and Maryannewho are tied up.,fear
- They're all tangledin the rope.- I went under.,fear
Everybody getting tangledexcept for Swati and Tori.,surprise
"Hell yeah, baby.",happiness
Right here! Straight!,surprise
Taku heading backwith a second bag.,neutral
We are neck and neck.,surprise
It's gonna come downto the spooling right now.,neutral
Who can manage their ropeswithout getting all tangled?,surprise
Drop the puzzle pieces.,surprise
"- Yeah, yeah.Lindsay and Maryanne",neutral
have the bag for Taku.,neutral
They're heading back.,neutral
There you go. Hey.- That's gonna leave a big mark.,surprise
"- There you go. Let's go,let's go, let's go.You okay?",happiness
And another big obstacle.,fear
- All right.- Shizzlesticks.,surprise
"- You got it?- Yeah, let's go.",neutral
Tori and Swaticoming back with their bag.,neutral
"Left, Tori!",surprise
Go underneath!,surprise
It's Taku and Ika right now.,neutral
Drop down! Drop down!,fear
Vati is all tangled up.- Lydia!,surprise
I can't see!,fear
Still struggling tofigure out what is happening.,surprise
Now Taku heading backwith their third and final bag.,neutral
Ika right behind them.,surprise
We got a challenge on day fiveof Survivor 42.,surprise
I got it. I got it.,happiness
Jenny finally has found the bag.,happiness
Now she's got to get it untied.,neutral
They got to get back.It is Vati now in dead last.,surprise
Taku has all three bags.You can start heading out.,neutral
Everyone hold hands.,happiness
Ika's back. You're good.,happiness
"Yes, no hesitation.Just roll with me, baby.",happiness
Jonathan leading Taku out.Everybody holding hands.,happiness
Here comes Jenny and Chanelle.Not giving up.,happiness
Go straight to the sawdust!,anger
I got you.,neutral
"Ika's going through,Taku's going through,",neutral
while Vati is heading back.,neutral
"You got to getall your bags back,",neutral
then you got to come back out.,neutral
Follow me. Come on.,neutral
A big hit.,surprise
- Rocksroy goes hard.,anger
He's gonna feel that onefor a few days.,surprise
Vati is back.,happiness
Now Lydia canlead her tribe out.,happiness
Follow me.Get in a line. Get in a line.,anger
"All right, we're here.We're here.What?",surprise
"Omar, give me your hand.",surprise
Jonathan's still the caller.,neutral
Drea's still the caller.,neutral
"- Vati quickly tryingto get back into this.- Let's go, guys, let's go.",neutral
Huge comeback for Vati.,happiness
Got to get all the pieces outon the table,neutral
and then solve it.Immunity on the line.,fear
"- Somebody is going home tonight.Guys, everyoneget in a line.",surprise
Somebody's dreamof winning Survivor,happiness
is hours away from ending.,sadness
Take that one...This is the center.,anger
- I want you to drop it...The only way to makesure it's not you,anger
is you got to win.,anger
"No, here. Go here.",anger
- Right here. Go right...,neutral
Got all three tribes nowon the puzzle.,surprise
Different strategies abouthow you lead at this point.,neutral
"No, that's not the pieceyou just put down. To your left.",anger
Put those kind of to the side.,neutral
You just have to connect,neutral
with the two peoplewho are solving the puzzle.,neutral
This is aboutcommunication styles.,neutral
"Hey, no, no, no, no, no. Listen.",neutral
Don't freak out.,fear
I'm-I'm good.,sadness
"Jenny,you have to place it there.",neutral
Jenny trying to placeanother piece for Vati.,neutral
"Yes, that goes right there.That goes right there.",neutral
Now fit this other piece around.,neutral
Drea now lookingfor that next level.,surprise
They've gotthe outer edge built.,neutral
It's a pizza.,happiness
"Taku's takinga different strategy,",neutral
building from the bottom up.,neutral
Every piece mattersand every piece counts.,neutral
"- Little bit more, little bitmore, little bit more. Yes!Yeah. No. Other...",surprise
Keep it there.Huge stakes.,fear
You just don't want to be last.,anger
Fit that bitch in.,anger
Move the one on top.That's it...,neutral
Another piece for Ika.,neutral
"Yes, okay, now...",surprise
Another piece for Taku.,neutral
"There, keep going. Keep going...",neutral
- Yes.,neutral
This is gonna come downto a few seconds.,fear
- Right there.All three tribesare very close.,neutral
"No, push that, and put thatmiddle piece in with the notch.",neutral
"With the notch. Oh, my God.You've got one piece left.",surprise
- In the middle.Put it in the middle.- Move straight.,neutral
Vati with one piece left.,sadness
Put it right there.Put it right there. Yes.,surprise
- Jeff! Jeff!- Vati thinks they have it.They do!,surprise
- Yes! Yes!Put it in the middle.,happiness
"Yeah, baby!",happiness
- We're looking for one more!Sorry.,neutral
Taku with two.,surprise
Ika down to two pieces.,sadness
- It's gonna be a race.We got it?We won.,happiness
"- We won. That's it. That's it.Come on, guys.",happiness
